// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:04 (4.6 sec)   *****
// Found 3 benchmarks:
//   PartitionedShutdownBenchmarks.DrainFullQueue: A_Published(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: B_Candidate(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/candidate,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: C_PublishedControl(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 156100.00 ns, 156.1000 us/op
WorkloadWarmup   2: 1 op, 104400.00 ns, 104.4000 us/op
WorkloadWarmup   3: 1 op, 108200.00 ns, 108.2000 us/op
WorkloadWarmup   4: 1 op, 120100.00 ns, 120.1000 us/op
WorkloadWarmup   5: 1 op, 111900.00 ns, 111.9000 us/op
WorkloadWarmup   6: 1 op, 115200.00 ns, 115.2000 us/op
WorkloadWarmup   7: 1 op, 111700.00 ns, 111.7000 us/op
WorkloadWarmup   8: 1 op, 117600.00 ns, 117.6000 us/op
WorkloadWarmup   9: 1 op, 112100.00 ns, 112.1000 us/op
WorkloadWarmup  10: 1 op, 114800.00 ns, 114.8000 us/op
WorkloadWarmup  11: 1 op, 205700.00 ns, 205.7000 us/op
WorkloadWarmup  12: 1 op, 121800.00 ns, 121.8000 us/op
WorkloadWarmup  13: 1 op, 112100.00 ns, 112.1000 us/op
WorkloadWarmup  14: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadWarmup  15: 1 op, 121300.00 ns, 121.3000 us/op
WorkloadWarmup  16: 1 op, 113300.00 ns, 113.3000 us/op
WorkloadWarmup  17: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadWarmup  18: 1 op, 134400.00 ns, 134.4000 us/op
WorkloadWarmup  19: 1 op, 123400.00 ns, 123.4000 us/op
WorkloadWarmup  20: 1 op, 113900.00 ns, 113.9000 us/op
WorkloadWarmup  21: 1 op, 111300.00 ns, 111.3000 us/op
WorkloadWarmup  22: 1 op, 115400.00 ns, 115.4000 us/op
WorkloadWarmup  23: 1 op, 111100.00 ns, 111.1000 us/op
WorkloadWarmup  24: 1 op, 118000.00 ns, 118.0000 us/op
WorkloadWarmup  25: 1 op, 110900.00 ns, 110.9000 us/op
WorkloadWarmup  26: 1 op, 115400.00 ns, 115.4000 us/op
WorkloadWarmup  27: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadWarmup  28: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadWarmup  29: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadWarmup  30: 1 op, 99500.00 ns, 99.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 104000.00 ns, 104.0000 us/op
WorkloadActual   2: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual   3: 1 op, 103100.00 ns, 103.1000 us/op
WorkloadActual   4: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual   5: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual   6: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadActual   7: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual   8: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual   9: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  10: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  11: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  12: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  13: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadActual  14: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  15: 1 op, 103500.00 ns, 103.5000 us/op
WorkloadActual  16: 1 op, 182900.00 ns, 182.9000 us/op
WorkloadActual  17: 1 op, 115400.00 ns, 115.4000 us/op
WorkloadActual  18: 1 op, 113300.00 ns, 113.3000 us/op
WorkloadActual  19: 1 op, 116600.00 ns, 116.6000 us/op
WorkloadActual  20: 1 op, 113400.00 ns, 113.4000 us/op
WorkloadActual  21: 1 op, 119200.00 ns, 119.2000 us/op
WorkloadActual  22: 1 op, 113200.00 ns, 113.2000 us/op
WorkloadActual  23: 1 op, 111000.00 ns, 111.0000 us/op
WorkloadActual  24: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadActual  25: 1 op, 111200.00 ns, 111.2000 us/op
WorkloadActual  26: 1 op, 112500.00 ns, 112.5000 us/op
WorkloadActual  27: 1 op, 124100.00 ns, 124.1000 us/op
WorkloadActual  28: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  29: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  30: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  31: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  32: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  33: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  34: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  35: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  36: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  37: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  38: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  39: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  40: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  41: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  42: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  43: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  44: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  45: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  46: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  47: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  48: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  49: 1 op, 104500.00 ns, 104.5000 us/op
WorkloadActual  50: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  51: 1 op, 104000.00 ns, 104.0000 us/op
WorkloadActual  52: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  53: 1 op, 106900.00 ns, 106.9000 us/op
WorkloadActual  54: 1 op, 103600.00 ns, 103.6000 us/op
WorkloadActual  55: 1 op, 103100.00 ns, 103.1000 us/op
WorkloadActual  56: 1 op, 140800.00 ns, 140.8000 us/op
WorkloadActual  57: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  58: 1 op, 108100.00 ns, 108.1000 us/op
WorkloadActual  59: 1 op, 111700.00 ns, 111.7000 us/op
WorkloadActual  60: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadActual  61: 1 op, 112100.00 ns, 112.1000 us/op
WorkloadActual  62: 1 op, 115100.00 ns, 115.1000 us/op
WorkloadActual  63: 1 op, 110100.00 ns, 110.1000 us/op
WorkloadActual  64: 1 op, 117200.00 ns, 117.2000 us/op
WorkloadActual  65: 1 op, 154500.00 ns, 154.5000 us/op
WorkloadActual  66: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  67: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  68: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  69: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  70: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  71: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  72: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  73: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  74: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  75: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  76: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  77: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadActual  78: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  79: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  80: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  81: 1 op, 110100.00 ns, 110.1000 us/op
WorkloadActual  82: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadActual  83: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  84: 1 op, 291800.00 ns, 291.8000 us/op
WorkloadActual  85: 1 op, 142600.00 ns, 142.6000 us/op
WorkloadActual  86: 1 op, 114400.00 ns, 114.4000 us/op
WorkloadActual  87: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  88: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  89: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  90: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  91: 1 op, 102900.00 ns, 102.9000 us/op
WorkloadActual  92: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  93: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  94: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  95: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  96: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  97: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  98: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  99: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  100: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  101: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  102: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  103: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadActual  104: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  105: 1 op, 97800.00 ns, 97.8000 us/op
WorkloadActual  106: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  107: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  108: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  109: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  110: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  111: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  112: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  113: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  114: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  115: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  116: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  117: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  118: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  119: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  120: 1 op, 207500.00 ns, 207.5000 us/op
WorkloadActual  121: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  122: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  123: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadActual  124: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  125: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  126: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  127: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  128: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  129: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  130: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  131: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  132: 1 op, 105400.00 ns, 105.4000 us/op
WorkloadActual  133: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  134: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  135: 1 op, 97200.00 ns, 97.2000 us/op
WorkloadActual  136: 1 op, 154700.00 ns, 154.7000 us/op
WorkloadActual  137: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  138: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  139: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  140: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  141: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  142: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  143: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  144: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  145: 1 op, 109900.00 ns, 109.9000 us/op
WorkloadActual  146: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  147: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadActual  148: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  149: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  150: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  151: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  152: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  153: 1 op, 108300.00 ns, 108.3000 us/op
WorkloadActual  154: 1 op, 102100.00 ns, 102.1000 us/op
WorkloadActual  155: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  156: 1 op, 116400.00 ns, 116.4000 us/op
WorkloadActual  157: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  158: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadActual  159: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  160: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  161: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  162: 1 op, 113500.00 ns, 113.5000 us/op
WorkloadActual  163: 1 op, 114400.00 ns, 114.4000 us/op
WorkloadActual  164: 1 op, 114700.00 ns, 114.7000 us/op
WorkloadActual  165: 1 op, 112100.00 ns, 112.1000 us/op
WorkloadActual  166: 1 op, 122600.00 ns, 122.6000 us/op
WorkloadActual  167: 1 op, 113800.00 ns, 113.8000 us/op
WorkloadActual  168: 1 op, 183500.00 ns, 183.5000 us/op
WorkloadActual  169: 1 op, 112300.00 ns, 112.3000 us/op
WorkloadActual  170: 1 op, 122600.00 ns, 122.6000 us/op
WorkloadActual  171: 1 op, 112800.00 ns, 112.8000 us/op
WorkloadActual  172: 1 op, 122100.00 ns, 122.1000 us/op
WorkloadActual  173: 1 op, 110200.00 ns, 110.2000 us/op
WorkloadActual  174: 1 op, 114800.00 ns, 114.8000 us/op
WorkloadActual  175: 1 op, 114400.00 ns, 114.4000 us/op
WorkloadActual  176: 1 op, 114500.00 ns, 114.5000 us/op
WorkloadActual  177: 1 op, 113600.00 ns, 113.6000 us/op
WorkloadActual  178: 1 op, 114000.00 ns, 114.0000 us/op
WorkloadActual  179: 1 op, 113300.00 ns, 113.3000 us/op
WorkloadActual  180: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadActual  181: 1 op, 110600.00 ns, 110.6000 us/op
WorkloadActual  182: 1 op, 123300.00 ns, 123.3000 us/op
WorkloadActual  183: 1 op, 113400.00 ns, 113.4000 us/op
WorkloadActual  184: 1 op, 130800.00 ns, 130.8000 us/op
WorkloadActual  185: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadActual  186: 1 op, 125600.00 ns, 125.6000 us/op
WorkloadActual  187: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadActual  188: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadActual  189: 1 op, 111300.00 ns, 111.3000 us/op
WorkloadActual  190: 1 op, 110100.00 ns, 110.1000 us/op
WorkloadActual  191: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  192: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  193: 1 op, 183300.00 ns, 183.3000 us/op
WorkloadActual  194: 1 op, 116300.00 ns, 116.3000 us/op
WorkloadActual  195: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadActual  196: 1 op, 117700.00 ns, 117.7000 us/op
WorkloadActual  197: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadActual  198: 1 op, 114600.00 ns, 114.6000 us/op
WorkloadActual  199: 1 op, 111700.00 ns, 111.7000 us/op
WorkloadActual  200: 1 op, 115100.00 ns, 115.1000 us/op
WorkloadActual  201: 1 op, 112000.00 ns, 112.0000 us/op
WorkloadActual  202: 1 op, 117200.00 ns, 117.2000 us/op
WorkloadActual  203: 1 op, 113900.00 ns, 113.9000 us/op
WorkloadActual  204: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadActual  205: 1 op, 156600.00 ns, 156.6000 us/op
WorkloadActual  206: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadActual  207: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadActual  208: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  209: 1 op, 107500.00 ns, 107.5000 us/op
WorkloadActual  210: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadActual  211: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadActual  212: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  213: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  214: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  215: 1 op, 107600.00 ns, 107.6000 us/op
WorkloadActual  216: 1 op, 102500.00 ns, 102.5000 us/op
WorkloadActual  217: 1 op, 123700.00 ns, 123.7000 us/op
WorkloadActual  218: 1 op, 109500.00 ns, 109.5000 us/op
WorkloadActual  219: 1 op, 108000.00 ns, 108.0000 us/op
WorkloadActual  220: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadActual  221: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  222: 1 op, 93200.00 ns, 93.2000 us/op
WorkloadActual  223: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  224: 1 op, 110200.00 ns, 110.2000 us/op
WorkloadActual  225: 1 op, 108900.00 ns, 108.9000 us/op
WorkloadActual  226: 1 op, 158300.00 ns, 158.3000 us/op
WorkloadActual  227: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  228: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  229: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  230: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  231: 1 op, 106600.00 ns, 106.6000 us/op
WorkloadActual  232: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  233: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  234: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  235: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  236: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  237: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  238: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  239: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  240: 1 op, 105400.00 ns, 105.4000 us/op
WorkloadActual  241: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  242: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  243: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  244: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  245: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  246: 1 op, 97800.00 ns, 97.8000 us/op
WorkloadActual  247: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  248: 1 op, 148400.00 ns, 148.4000 us/op
WorkloadActual  249: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadActual  250: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  251: 1 op, 107600.00 ns, 107.6000 us/op
WorkloadActual  252: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  253: 1 op, 142800.00 ns, 142.8000 us/op
WorkloadActual  254: 1 op, 116400.00 ns, 116.4000 us/op
WorkloadActual  255: 1 op, 111000.00 ns, 111.0000 us/op
WorkloadActual  256: 1 op, 115300.00 ns, 115.3000 us/op
WorkloadActual  257: 1 op, 114100.00 ns, 114.1000 us/op
WorkloadActual  258: 1 op, 192900.00 ns, 192.9000 us/op
WorkloadActual  259: 1 op, 111700.00 ns, 111.7000 us/op
WorkloadActual  260: 1 op, 115300.00 ns, 115.3000 us/op
WorkloadActual  261: 1 op, 103100.00 ns, 103.1000 us/op
WorkloadActual  262: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  263: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  264: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  265: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  266: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  267: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadActual  268: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  269: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual  270: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  271: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  272: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  273: 1 op, 105700.00 ns, 105.7000 us/op
WorkloadActual  274: 1 op, 160900.00 ns, 160.9000 us/op
WorkloadActual  275: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  276: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  277: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  278: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  279: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  280: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  281: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  282: 1 op, 103400.00 ns, 103.4000 us/op
WorkloadActual  283: 1 op, 129400.00 ns, 129.4000 us/op
WorkloadActual  284: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  285: 1 op, 114400.00 ns, 114.4000 us/op
WorkloadActual  286: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadActual  287: 1 op, 382300.00 ns, 382.3000 us/op
WorkloadActual  288: 1 op, 116200.00 ns, 116.2000 us/op
WorkloadActual  289: 1 op, 122700.00 ns, 122.7000 us/op
WorkloadActual  290: 1 op, 118800.00 ns, 118.8000 us/op
WorkloadActual  291: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadActual  292: 1 op, 120100.00 ns, 120.1000 us/op
WorkloadActual  293: 1 op, 114600.00 ns, 114.6000 us/op
WorkloadActual  294: 1 op, 114900.00 ns, 114.9000 us/op
WorkloadActual  295: 1 op, 102800.00 ns, 102.8000 us/op
WorkloadActual  296: 1 op, 119800.00 ns, 119.8000 us/op
WorkloadActual  297: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadActual  298: 1 op, 109800.00 ns, 109.8000 us/op
WorkloadActual  299: 1 op, 112200.00 ns, 112.2000 us/op
WorkloadActual  300: 1 op, 115100.00 ns, 115.1000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 103900.00 ns, 103.9000 us/op
WorkloadResult   2: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadResult   3: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadResult   4: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadResult   5: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadResult   6: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadResult   7: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadResult   8: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadResult   9: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadResult  10: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadResult  11: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadResult  12: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadResult  13: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadResult  14: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadResult  15: 1 op, 103400.00 ns, 103.4000 us/op
WorkloadResult  16: 1 op, 182800.00 ns, 182.8000 us/op
WorkloadResult  17: 1 op, 115300.00 ns, 115.3000 us/op
WorkloadResult  18: 1 op, 113200.00 ns, 113.2000 us/op
WorkloadResult  19: 1 op, 116500.00 ns, 116.5000 us/op
WorkloadResult  20: 1 op, 113300.00 ns, 113.3000 us/op
WorkloadResult  21: 1 op, 119100.00 ns, 119.1000 us/op
WorkloadResult  22: 1 op, 113100.00 ns, 113.1000 us/op
WorkloadResult  23: 1 op, 110900.00 ns, 110.9000 us/op
WorkloadResult  24: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadResult  25: 1 op, 111100.00 ns, 111.1000 us/op
WorkloadResult  26: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadResult  27: 1 op, 124000.00 ns, 124.0000 us/op
WorkloadResult  28: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadResult  29: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadResult  30: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadResult  31: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadResult  32: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadResult  33: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadResult  34: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadResult  35: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadResult  36: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadResult  37: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadResult  38: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadResult  39: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadResult  40: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadResult  41: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadResult  42: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadResult  43: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadResult  44: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadResult  45: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadResult  46: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadResult  47: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadResult  48: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadResult  49: 1 op, 104400.00 ns, 104.4000 us/op
WorkloadResult  50: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadResult  51: 1 op, 103900.00 ns, 103.9000 us/op
WorkloadResult  52: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadResult  53: 1 op, 106800.00 ns, 106.8000 us/op
WorkloadResult  54: 1 op, 103500.00 ns, 103.5000 us/op
